station_id,bike_id,timestamp,number_of_bikes_available,number_of_bikes_in_use,number_of_bikes_not_in_use,maintenance_needed,demand,weather_rainy,weather_sunny,events_none,events_sports_event,holidays_public_holiday
47,133,2023-01-30 10:00:00,23,8,10,0,54,True,False,True,False,True
21,592,2023-01-30 11:00:00,10,19,7,0,39,True,False,True,False,True
16,783,2023-01-30 12:00:00,9,24,3,0,15,True,False,True,False,True
21,753,2023-01-30 13:00:00,4,1,2,0,83,False,False,True,False,True
11,540,2023-01-30 14:00:00,12,28,0,0,95,False,True,False,True,False
37,735,2023-01-30 15:00:00,28,0,4,0,31,False,True,False,False,True
36,535,2023-01-30 16:00:00,11,12,2,0,34,False,True,True,False,False
35,496,2023-01-30 17:00:00,9,24,3,0,63,False,True,True,False,True
19,621,2023-01-30 18:00:00,6,9,8,0,63,False,True,False,True,True
20,619,2023-01-30 19:00:00,18,7,10,0,14,False,True,False,False,True
18,657,2023-01-30 20:00:00,18,6,6,0,41,True,False,False,False,False
47,369,2023-01-30 21:00:00,18,29,10,0,49,True,False,False,False,False
41,866,2023-01-30 22:00:00,11,28,4,0,31,False,True,True,False,True
49,909,2023-01-30 23:00:00,19,23,7,0,29,False,False,True,False,False
14,910,2023-01-31 00:00:00,21,11,5,1,82,False,False,True,False,False
15,651,2023-01-31 01:00:00,14,16,9,0,23,False,True,False,True,False
31,796,2023-01-31 02:00:00,4,29,1,0,65,False,False,False,True,True
1,810,2023-01-31 03:00:00,23,24,6,0,20,True,False,False,True,True
3,992,2023-01-31 04:00:00,29,11,0,0,41,True,False,True,False,True
16,99,2023-01-31 05:00:00,13,15,2,0,79,False,False,True,False,False
23,317,2023-01-31 06:00:00,11,9,0,0,99,False,True,True,False,False
11,123,2023-01-31 07:00:00,28,26,0,0,57,True,False,False,False,True
12,320,2023-01-31 08:00:00,20,24,4,0,1,False,False,False,True,True
10,799,2023-01-31 09:00:00,10,30,5,0,15,False,False,False,True,False
32,593,2023-01-31 10:00:00,27,11,2,0,92,True,False,False,False,True
16,495,2023-01-31 11:00:00,4,10,2,0,6,True,False,False,False,True
8,457,2023-01-31 12:00:00,15,24,2,0,54,False,True,False,False,True
38,522,2023-01-31 13:00:00,29,28,0,1,14,False,False,True,False,True
12,520,2023-01-31 14:00:00,25,13,4,0,22,False,True,False,False,False
24,917,2023-01-31 15:00:00,17,21,0,0,68,True,False,True,False,True
28,717,2023-01-31 16:00:00,11,19,9,0,0,False,False,True,False,True
8,315,2023-01-31 17:00:00,26,12,9,0,68,True,False,False,True,False
28,946,2023-01-31 18:00:00,26,1,2,0,12,True,False,False,False,False
36,709,2023-01-31 19:00:00,4,26,5,0,25,True,False,True,False,True
26,710,2023-01-31 20:00:00,15,19,10,1,51,False,True,True,False,True
8,542,2023-01-31 21:00:00,30,6,5,0,12,True,False,False,False,False
50,479,2023-01-31 22:00:00,11,0,2,0,95,False,True,True,False,True
28,913,2023-01-31 23:00:00,22,29,8,0,54,True,False,True,False,False
28,971,2023-02-01 00:00:00,1,24,7,0,28,True,False,True,False,True
37,20,2023-02-01 01:00:00,29,2,10,0,17,False,False,False,False,True
41,560,2023-02-01 02:00:00,28,28,2,0,1,True,False,True,False,True
36,969,2023-02-01 03:00:00,5,28,4,0,26,False,False,False,True,True
27,130,2023-02-01 04:00:00,22,19,4,1,49,False,False,False,False,True
17,293,2023-02-01 05:00:00,20,11,4,0,41,False,True,False,True,True
9,897,2023-02-01 06:00:00,24,4,2,0,66,False,False,False,True,False
33,132,2023-02-01 07:00:00,29,11,4,0,93,False,False,False,True,False
20,356,2023-02-01 08:00:00,3,28,4,0,9,True,False,True,False,True
13,54,2023-02-01 09:00:00,29,2,3,0,8,True,False,True,False,False
28,890,2023-02-01 10:00:00,29,19,3,0,2,False,True,False,True,False
48,793,2023-02-01 11:00:00,12,4,1,1,85,False,False,False,True,False
29,387,2023-02-01 12:00:00,9,27,8,0,37,False,False,False,False,True
13,265,2023-02-01 13:00:00,30,0,6,0,74,False,True,False,True,False
46,982,2023-02-01 14:00:00,16,15,0,0,69,True,False,True,False,False
35,215,2023-02-01 15:00:00,13,29,4,0,68,False,False,False,True,False
6,460,2023-02-01 16:00:00,23,8,1,0,29,False,True,False,True,True
18,458,2023-02-01 17:00:00,14,9,9,0,13,True,False,False,False,True
5,802,2023-02-01 18:00:00,7,28,5,0,1,False,True,False,True,False
47,43,2023-02-01 19:00:00,22,9,6,0,96,False,True,False,False,True
25,586,2023-02-01 20:00:00,23,12,1,0,100,False,False,False,False,True
2,862,2023-02-01 21:00:00,17,15,10,0,7,True,False,False,True,True
10,278,2023-02-01 22:00:00,2,29,5,0,73,False,False,False,True,True
30,838,2023-02-01 23:00:00,24,19,2,0,84,False,False,True,False,False
50,754,2023-02-02 00:00:00,16,28,8,0,82,True,False,True,False,True
45,130,2023-02-02 01:00:00,23,24,3,0,98,True,False,False,False,False
5,350,2023-02-02 02:00:00,23,3,2,0,17,True,False,False,False,False
33,706,2023-02-02 03:00:00,6,13,10,0,70,False,False,True,False,True
1,544,2023-02-02 04:00:00,12,16,2,0,12,True,False,False,False,True
18,106,2023-02-02 05:00:00,29,27,1,0,45,True,False,True,False,True
32,912,2023-02-02 06:00:00,26,4,8,0,53,True,False,False,False,False
47,716,2023-02-02 07:00:00,15,12,7,0,11,False,True,True,False,True
49,1,2023-02-02 08:00:00,4,24,4,0,39,True,False,True,False,True
11,757,2023-02-02 09:00:00,3,2,8,0,87,False,False,False,False,True
21,584,2023-02-02 10:00:00,25,4,1,1,81,False,True,False,False,False
26,432,2023-02-02 11:00:00,9,15,5,0,37,False,False,False,False,True
25,306,2023-02-02 12:00:00,12,18,6,0,11,False,True,False,True,False
22,909,2023-02-02 13:00:00,30,27,5,0,66,True,False,False,True,True
27,527,2023-02-02 14:00:00,9,18,2,0,24,False,True,False,False,True
49,53,2023-02-02 15:00:00,13,16,9,0,34,False,False,False,False,True
13,940,2023-02-02 16:00:00,25,17,9,0,15,False,True,False,False,True
33,520,2023-02-02 17:00:00,21,17,9,0,44,True,False,False,False,False
34,330,2023-02-02 18:00:00,11,24,8,0,12,True,False,True,False,False
41,558,2023-02-02 19:00:00,26,22,7,1,23,False,False,False,True,False
35,325,2023-02-02 20:00:00,0,7,7,0,75,False,True,False,False,False
1,114,2023-02-02 21:00:00,28,17,7,0,1,False,False,False,True,True
21,147,2023-02-02 22:00:00,20,8,8,0,89,False,False,False,True,False
48,166,2023-02-02 23:00:00,29,28,0,0,9,False,False,True,False,True
6,379,2023-02-03 00:00:00,19,18,7,0,18,True,False,False,False,False
28,139,2023-02-03 01:00:00,19,9,1,0,85,False,True,False,True,False
17,629,2023-02-03 02:00:00,6,28,3,0,23,True,False,True,False,True
5,299,2023-02-03 03:00:00,8,1,0,0,89,True,False,False,False,True
31,276,2023-02-03 04:00:00,7,27,5,0,60,True,False,False,False,True
5,916,2023-02-03 05:00:00,26,16,9,0,4,False,True,False,True,False
38,789,2023-02-03 06:00:00,12,24,0,0,79,True,False,True,False,False
3,850,2023-02-03 07:00:00,13,23,4,0,100,True,False,True,False,True
23,825,2023-02-03 08:00:00,11,12,8,0,33,True,False,True,False,False
37,178,2023-02-03 09:00:00,7,30,0,0,91,False,True,True,False,True
37,842,2023-02-03 10:00:00,20,27,8,0,63,False,True,False,False,True
10,354,2023-02-03 11:00:00,21,10,3,0,11,False,False,False,True,True
10,154,2023-02-03 12:00:00,17,15,2,0,58,True,False,False,True,False
19,926,2023-02-03 13:00:00,15,19,7,0,20,True,False,True,False,True
17,201,2023-02-03 14:00:00,28,6,5,0,95,False,True,True,False,True
21,878,2023-02-03 15:00:00,10,27,6,0,88,False,True,True,False,True
14,115,2023-02-03 16:00:00,15,29,8,0,77,True,False,False,True,False
9,671,2023-02-03 17:00:00,13,2,4,0,46,False,False,False,False,False
46,554,2023-02-03 18:00:00,2,15,1,1,52,False,False,False,False,True
1,759,2023-02-03 19:00:00,20,18,2,0,98,True,False,True,False,False
45,68,2023-02-03 20:00:00,1,19,2,0,72,False,False,False,False,False
13,445,2023-02-03 21:00:00,2,15,3,0,93,False,False,False,False,False
4,445,2023-02-03 22:00:00,3,1,9,0,92,True,False,False,True,False
1,326,2023-02-03 23:00:00,21,13,6,0,38,False,False,True,False,False
49,846,2023-02-04 00:00:00,4,25,9,0,30,False,True,False,False,False
40,708,2023-02-04 01:00:00,9,19,5,0,77,True,False,True,False,False
32,602,2023-02-04 02:00:00,19,9,2,0,80,False,True,True,False,True
34,623,2023-02-04 03:00:00,28,18,6,1,88,True,False,False,False,False
28,880,2023-02-04 04:00:00,30,23,3,0,45,False,True,False,True,True
31,359,2023-02-04 05:00:00,1,10,9,0,56,False,False,False,False,True
8,145,2023-02-04 06:00:00,11,17,10,0,36,False,True,False,True,False
39,275,2023-02-04 07:00:00,26,10,10,0,26,False,True,False,False,True
26,509,2023-02-04 08:00:00,4,8,7,0,81,False,True,True,False,True
34,179,2023-02-04 09:00:00,4,18,6,0,28,False,True,False,True,True
3,753,2023-02-04 10:00:00,26,19,6,0,17,False,True,False,True,True
50,838,2023-02-04 11:00:00,22,28,8,0,3,True,False,True,False,False
12,831,2023-02-04 12:00:00,0,9,7,0,83,False,True,False,False,False
1,477,2023-02-04 13:00:00,3,29,0,0,0,False,True,False,True,True
44,843,2023-02-04 14:00:00,26,30,6,0,23,True,False,False,False,True
5,976,2023-02-04 15:00:00,20,25,2,0,41,True,False,False,False,True
30,414,2023-02-04 16:00:00,23,30,3,0,59,False,False,False,False,False
30,153,2023-02-04 17:00:00,11,30,5,0,23,False,True,True,False,True
17,104,2023-02-04 18:00:00,30,2,4,0,55,False,True,False,False,False
48,75,2023-02-04 19:00:00,11,2,7,0,68,False,False,True,False,False
47,128,2023-02-04 20:00:00,15,23,1,0,89,False,True,False,True,True
23,711,2023-02-04 21:00:00,23,7,4,0,17,False,False,False,False,True
15,666,2023-02-04 22:00:00,16,28,4,0,99,True,False,False,True,False
37,568,2023-02-04 23:00:00,20,28,2,0,64,False,True,False,False,True
21,790,2023-02-05 00:00:00,9,5,9,0,9,False,True,False,True,True
14,345,2023-02-05 01:00:00,16,19,4,0,16,True,False,True,False,True
2,531,2023-02-05 02:00:00,16,0,3,0,57,False,True,False,True,False
11,159,2023-02-05 03:00:00,17,19,10,0,34,True,False,False,True,True
39,538,2023-02-05 04:00:00,1,23,4,0,3,True,False,False,False,False
38,426,2023-02-05 05:00:00,30,5,9,0,43,False,False,False,False,True
34,681,2023-02-05 06:00:00,30,1,8,0,90,True,False,False,False,False
38,996,2023-02-05 07:00:00,24,18,6,0,74,False,False,False,False,False
50,23,2023-02-05 08:00:00,3,27,0,0,66,True,False,True,False,True
34,47,2023-02-05 09:00:00,18,6,2,0,27,False,False,False,True,False
18,525,2023-02-05 10:00:00,10,10,8,0,10,False,False,False,True,True
30,729,2023-02-05 11:00:00,16,10,3,0,2,False,False,True,False,True
15,834,2023-02-05 12:00:00,11,3,3,0,99,False,False,False,True,True
27,706,2023-02-05 13:00:00,1,19,9,0,2,False,True,False,False,True
34,144,2023-02-05 14:00:00,5,30,5,0,24,True,False,False,False,True
38,585,2023-02-05 15:00:00,8,15,2,0,75,True,False,False,False,True
33,668,2023-02-05 16:00:00,4,30,2,0,11,True,False,False,True,False
24,589,2023-02-05 17:00:00,19,4,8,0,48,True,False,True,False,False
15,419,2023-02-05 18:00:00,28,23,4,0,55,False,False,True,False,True
30,681,2023-02-05 19:00:00,20,29,6,0,52,False,True,False,True,False
42,973,2023-02-05 20:00:00,8,29,4,0,95,True,False,True,False,True
17,799,2023-02-05 21:00:00,27,6,5,0,9,True,False,True,False,True
5,85,2023-02-05 22:00:00,28,24,7,0,18,True,False,False,False,False
29,416,2023-02-05 23:00:00,22,15,7,0,46,False,False,False,True,False
4,694,2023-02-06 00:00:00,7,14,1,1,53,True,False,True,False,True
10,482,2023-02-06 01:00:00,30,4,10,0,6,True,False,False,True,True
17,456,2023-02-06 02:00:00,19,0,8,0,87,False,True,False,False,True
10,827,2023-02-06 03:00:00,26,19,9,0,38,False,False,False,False,True
17,297,2023-02-06 04:00:00,7,21,5,0,31,False,True,True,False,False
20,112,2023-02-06 05:00:00,21,21,6,0,22,True,False,False,True,False
24,962,2023-02-06 06:00:00,20,8,2,0,49,False,False,False,True,True
5,230,2023-02-06 07:00:00,28,25,3,0,18,True,False,False,False,False
34,96,2023-02-06 08:00:00,27,28,5,0,66,True,False,False,False,False
6,950,2023-02-06 09:00:00,22,20,6,0,24,False,False,False,False,False
2,680,2023-02-06 10:00:00,5,4,5,0,24,False,True,True,False,False
13,378,2023-02-06 11:00:00,2,21,4,0,5,False,False,False,True,True
43,156,2023-02-06 12:00:00,4,26,1,0,96,False,False,True,False,True
43,421,2023-02-06 13:00:00,8,5,6,0,96,False,True,False,True,True
48,105,2023-02-06 14:00:00,6,2,4,0,14,False,False,False,False,False
11,705,2023-02-06 15:00:00,27,5,8,0,62,False,True,True,False,False
47,330,2023-02-06 16:00:00,3,7,10,0,19,False,True,True,False,True
23,439,2023-02-06 17:00:00,6,27,3,1,42,False,False,True,False,True
16,132,2023-02-06 18:00:00,4,5,9,0,95,False,False,False,False,True
31,867,2023-02-06 19:00:00,10,15,1,0,87,False,True,True,False,True
11,382,2023-02-06 20:00:00,28,27,6,1,66,False,True,True,False,False
16,138,2023-02-06 21:00:00,14,15,6,0,3,False,True,False,False,True
8,943,2023-02-06 22:00:00,1,26,0,0,5,False,True,False,True,True
4,843,2023-02-06 23:00:00,12,20,10,0,58,False,True,True,False,True
40,270,2023-02-07 00:00:00,21,2,4,0,51,False,False,False,False,False
4,550,2023-02-07 01:00:00,15,16,2,1,18,True,False,True,False,False
25,396,2023-02-07 02:00:00,6,20,8,0,25,False,False,True,False,True
3,557,2023-02-07 03:00:00,7,5,8,0,47,True,False,False,True,False
32,913,2023-02-07 04:00:00,5,29,6,0,88,False,True,False,False,False
3,464,2023-02-07 05:00:00,23,5,8,0,54,False,False,False,True,True
27,675,2023-02-07 06:00:00,6,29,1,0,88,True,False,False,True,True
29,450,2023-02-07 07:00:00,17,21,10,1,58,False,True,False,False,False
32,331,2023-02-07 08:00:00,29,18,9,0,73,False,False,False,True,True
50,253,2023-02-07 09:00:00,21,30,7,0,37,True,False,True,False,False
19,681,2023-02-07 10:00:00,24,19,9,0,83,False,False,False,False,False
21,963,2023-02-07 11:00:00,27,14,9,0,4,True,False,False,False,False
5,285,2023-02-07 12:00:00,21,18,9,0,41,False,False,True,False,False
18,274,2023-02-07 13:00:00,19,1,0,0,34,False,False,True,False,True
28,20,2023-02-07 14:00:00,6,7,2,0,68,True,False,True,False,True
42,239,2023-02-07 15:00:00,2,6,7,0,98,False,False,False,True,True
22,270,2023-02-07 16:00:00,4,26,10,0,2,False,False,False,True,True
21,418,2023-02-07 17:00:00,0,7,7,0,40,False,True,False,True,False
6,945,2023-02-07 18:00:00,14,12,9,1,31,True,False,False,True,False
1,310,2023-02-07 19:00:00,25,21,7,0,35,False,False,False,True,False
5,31,2023-02-07 20:00:00,2,26,10,0,29,True,False,False,True,False
41,826,2023-02-07 21:00:00,7,14,10,0,38,False,False,False,False,True
12,104,2023-02-07 22:00:00,24,11,6,1,92,True,False,False,False,False
26,682,2023-02-07 23:00:00,8,14,1,0,89,True,False,False,False,False
46,186,2023-02-08 00:00:00,14,13,2,0,88,False,True,False,False,True
34,128,2023-02-08 01:00:00,9,6,8,0,59,False,True,False,False,True
49,210,2023-02-08 02:00:00,1,16,1,0,55,True,False,False,False,False
14,414,2023-02-08 03:00:00,19,25,6,0,75,False,False,False,True,False
26,281,2023-02-08 04:00:00,4,4,0,0,81,True,False,False,False,True
45,959,2023-02-08 05:00:00,30,19,2,0,57,False,False,True,False,True
27,253,2023-02-08 06:00:00,18,9,0,0,25,True,False,False,False,True
9,19,2023-02-08 07:00:00,12,18,5,0,78,False,True,True,False,False
26,712,2023-02-08 08:00:00,10,17,3,0,4,False,True,True,False,False
47,732,2023-02-08 09:00:00,0,29,0,0,55,False,False,False,False,False
22,136,2023-02-08 10:00:00,21,29,4,0,32,True,False,False,True,True
47,223,2023-02-08 11:00:00,29,24,3,0,8,False,False,False,True,True
30,3,2023-02-08 12:00:00,14,23,10,0,31,False,True,True,False,True
43,963,2023-02-08 13:00:00,25,9,9,0,76,True,False,False,True,False
48,236,2023-02-08 14:00:00,17,30,10,0,27,False,True,True,False,False
17,854,2023-02-08 15:00:00,15,1,9,1,22,False,True,False,True,True
26,465,2023-02-08 16:00:00,8,5,1,1,87,True,False,False,True,True
36,228,2023-02-08 17:00:00,0,2,6,0,94,False,False,False,True,True
1,913,2023-02-08 18:00:00,10,18,7,0,68,True,False,False,True,False
8,654,2023-02-08 19:00:00,8,4,3,0,61,False,True,False,False,False
49,499,2023-02-08 20:00:00,22,6,8,1,47,False,True,False,False,True
35,521,2023-02-08 21:00:00,10,6,2,0,65,False,True,False,False,True
15,702,2023-02-08 22:00:00,12,26,5,0,61,False,True,True,False,False
47,862,2023-02-08 23:00:00,25,9,10,0,93,False,False,False,False,True
22,917,2023-02-09 00:00:00,1,0,6,1,68,True,False,False,False,True
14,972,2023-02-09 01:00:00,13,10,6,0,55,True,False,False,False,True
26,677,2023-02-09 02:00:00,5,22,5,0,73,False,False,False,True,False
28,992,2023-02-09 03:00:00,7,6,8,0,35,False,False,False,True,False
23,139,2023-02-09 04:00:00,30,5,0,0,35,False,True,False,True,False
14,276,2023-02-09 05:00:00,17,5,8,0,55,True,False,False,True,False
24,291,2023-02-09 06:00:00,15,12,8,1,6,True,False,False,True,False
2,53,2023-02-09 07:00:00,30,15,3,0,92,True,False,False,False,False
45,687,2023-02-09 08:00:00,20,12,4,0,31,False,False,False,False,False
26,110,2023-02-09 09:00:00,28,1,2,0,90,False,True,False,True,True
14,715,2023-02-09 10:00:00,11,18,6,0,0,False,True,False,True,True
7,948,2023-02-09 11:00:00,10,18,1,0,57,True,False,False,False,False
3,648,2023-02-09 12:00:00,5,28,7,0,19,False,True,False,False,True
47,4,2023-02-09 13:00:00,2,18,8,0,33,False,False,False,True,False
23,667,2023-02-09 14:00:00,13,17,5,1,50,False,False,True,False,False
46,684,2023-02-09 15:00:00,27,24,8,0,35,True,False,False,True,False
43,936,2023-02-09 16:00:00,1,5,5,0,25,False,True,False,False,True
47,870,2023-02-09 17:00:00,30,1,2,0,86,False,False,True,False,False
45,47,2023-02-09 18:00:00,10,18,9,0,32,False,False,False,True,True
18,94,2023-02-09 19:00:00,21,25,2,0,0,False,False,False,False,False
38,940,2023-02-09 20:00:00,2,5,1,0,66,False,False,False,False,True
35,560,2023-02-09 21:00:00,17,19,4,1,49,False,True,False,False,False
15,752,2023-02-09 22:00:00,30,22,3,0,34,False,False,False,True,True
25,859,2023-02-09 23:00:00,0,21,5,0,34,False,False,False,True,False
37,213,2023-02-10 00:00:00,29,14,4,1,58,False,True,True,False,True
28,436,2023-02-10 01:00:00,23,5,5,0,76,True,False,False,False,True
10,852,2023-02-10 02:00:00,0,27,3,1,96,True,False,False,False,True
39,508,2023-02-10 03:00:00,11,2,2,0,12,False,False,True,False,False
17,836,2023-02-10 04:00:00,14,10,0,0,21,True,False,False,True,True
39,651,2023-02-10 05:00:00,4,7,4,0,55,False,True,False,False,False
22,205,2023-02-10 06:00:00,26,24,5,0,4,False,False,True,False,False
26,381,2023-02-10 07:00:00,5,21,4,0,80,False,True,False,False,True
44,73,2023-02-10 08:00:00,15,17,4,0,42,True,False,False,True,True
25,516,2023-02-10 09:00:00,26,16,5,0,73,True,False,False,True,True
17,76,2023-02-10 10:00:00,11,18,3,1,54,False,False,True,False,True
13,841,2023-02-10 11:00:00,11,18,3,0,90,True,False,True,False,False
20,77,2023-02-10 12:00:00,2,23,10,0,14,False,False,False,False,True
25,816,2023-02-10 13:00:00,29,20,7,0,41,False,False,False,True,True
4,768,2023-02-10 14:00:00,22,16,10,0,8,False,True,False,True,False
10,410,2023-02-10 15:00:00,1,26,7,0,70,True,False,True,False,True
3,614,2023-02-10 16:00:00,6,3,2,0,56,True,False,True,False,False
41,106,2023-02-10 17:00:00,1,6,6,1,9,False,False,False,False,True
45,845,2023-02-10 18:00:00,20,4,4,0,63,False,False,False,True,True
18,551,2023-02-10 19:00:00,6,25,4,0,40,False,False,False,False,True
47,476,2023-02-10 20:00:00,10,30,2,0,12,False,False,False,False,True
36,826,2023-02-10 21:00:00,10,28,1,0,15,False,True,True,False,False
47,275,2023-02-10 22:00:00,13,15,2,0,97,True,False,False,True,True
22,88,2023-02-10 23:00:00,2,5,6,0,71,False,True,True,False,False
34,723,2023-02-11 00:00:00,13,13,2,0,59,True,False,False,False,False
47,881,2023-02-11 01:00:00,10,25,10,0,30,False,True,False,False,True
8,77,2023-02-11 02:00:00,3,19,1,0,54,False,False,False,True,True
40,77,2023-02-11 03:00:00,16,1,3,0,91,False,True,False,True,True
49,442,2023-02-11 04:00:00,15,24,4,0,70,False,True,False,True,True
44,540,2023-02-11 05:00:00,2,30,6,0,33,False,False,False,True,True
19,245,2023-02-11 06:00:00,24,17,0,0,96,False,False,True,False,False
42,578,2023-02-11 07:00:00,9,17,7,0,3,True,False,True,False,False
41,778,2023-02-11 08:00:00,20,12,9,0,54,True,False,True,False,True
37,382,2023-02-11 09:00:00,30,27,2,0,89,False,True,True,False,True
6,982,2023-02-11 10:00:00,14,17,10,0,65,False,True,False,False,False
26,717,2023-02-11 11:00:00,7,16,5,1,95,False,True,True,False,False
34,570,2023-02-11 12:00:00,17,12,3,0,58,False,False,True,False,True
45,713,2023-02-11 13:00:00,2,27,4,0,40,True,False,False,True,False
6,737,2023-02-11 14:00:00,6,11,9,0,65,False,True,False,False,True
37,142,2023-02-11 15:00:00,29,2,5,0,89,True,False,True,False,False
33,893,2023-02-11 16:00:00,9,21,1,0,46,True,False,False,False,True
22,368,2023-02-11 17:00:00,19,6,2,0,26,False,False,False,False,True
21,84,2023-02-11 18:00:00,8,0,7,0,78,False,False,False,False,True
6,143,2023-02-11 19:00:00,13,29,7,0,20,False,True,False,False,False
6,352,2023-02-11 20:00:00,22,4,0,1,90,False,True,False,True,False
48,545,2023-02-11 21:00:00,13,20,9,0,97,False,True,False,True,False
4,913,2023-02-11 22:00:00,10,0,7,0,10,False,True,False,False,False
30,152,2023-02-11 23:00:00,27,3,10,0,86,False,True,False,False,True
11,158,2023-02-12 00:00:00,0,25,1,0,21,True,False,False,False,True
30,446,2023-02-12 01:00:00,3,0,9,1,22,True,False,False,True,False
31,653,2023-02-12 02:00:00,25,12,9,0,64,False,False,False,True,False
24,958,2023-02-12 03:00:00,26,13,7,0,58,False,False,False,False,True
9,763,2023-02-12 04:00:00,5,14,9,0,75,True,False,False,False,True
3,303,2023-02-12 05:00:00,21,16,4,0,88,False,False,False,False,False
31,624,2023-02-12 06:00:00,25,11,0,0,69,False,False,False,False,False
40,656,2023-02-12 07:00:00,21,30,7,0,97,False,True,False,True,False
37,450,2023-02-12 08:00:00,4,6,4,0,27,False,False,True,False,True
36,721,2023-02-12 09:00:00,2,22,0,0,24,False,False,True,False,True
24,224,2023-02-12 10:00:00,1,18,3,0,81,False,False,False,True,True
31,43,2023-02-12 11:00:00,2,22,0,0,0,True,False,False,True,True
6,264,2023-02-12 12:00:00,8,2,8,0,31,True,False,True,False,False
2,756,2023-02-12 13:00:00,18,17,9,0,28,False,True,True,False,True
20,3,2023-02-12 14:00:00,18,25,1,0,19,False,False,True,False,False
28,637,2023-02-12 15:00:00,16,30,7,0,45,True,False,False,False,True
11,268,2023-02-12 16:00:00,17,3,3,0,76,False,True,True,False,False
4,596,2023-02-12 17:00:00,10,29,8,0,56,False,False,True,False,False
15,16,2023-02-12 18:00:00,11,25,1,0,11,False,True,False,False,True
6,334,2023-02-12 19:00:00,2,2,2,0,71,False,True,False,False,False
49,464,2023-02-12 20:00:00,17,11,1,0,38,False,False,False,True,False
30,59,2023-02-12 21:00:00,23,22,9,0,7,True,False,False,False,True
38,177,2023-02-12 22:00:00,5,27,4,0,81,False,False,True,False,False
2,63,2023-02-12 23:00:00,6,11,10,0,84,False,False,False,False,True
15,958,2023-02-13 00:00:00,0,16,0,0,27,False,False,False,True,True
11,561,2023-02-13 01:00:00,5,5,2,0,30,True,False,True,False,True
8,307,2023-02-13 02:00:00,17,14,0,1,14,False,False,False,True,False
26,246,2023-02-13 03:00:00,12,29,9,0,59,True,False,False,True,False
45,289,2023-02-13 04:00:00,30,1,7,0,38,False,True,False,True,True
44,798,2023-02-13 05:00:00,21,7,3,0,96,True,False,False,False,True
5,955,2023-02-13 06:00:00,18,13,2,0,86,False,True,False,False,False
6,332,2023-02-13 07:00:00,6,4,7,0,79,False,True,False,True,True
26,527,2023-02-13 08:00:00,18,2,8,0,87,False,False,False,True,True
4,850,2023-02-13 09:00:00,8,9,7,0,20,True,False,False,True,True
19,255,2023-02-13 10:00:00,2,6,5,1,7,False,True,False,True,False
20,604,2023-02-13 11:00:00,22,29,2,0,41,False,True,False,False,False
33,510,2023-02-13 12:00:00,11,10,7,1,58,True,False,False,False,False
20,791,2023-02-13 13:00:00,19,30,4,0,80,True,False,False,True,True
49,718,2023-02-13 14:00:00,23,14,4,1,78,False,True,False,False,True
12,606,2023-02-13 15:00:00,29,1,8,0,77,False,True,True,False,True
47,737,2023-02-13 16:00:00,17,4,0,0,19,True,False,False,False,True
1,813,2023-02-13 17:00:00,7,10,6,0,95,True,False,False,True,False
26,830,2023-02-13 18:00:00,8,7,7,0,60,False,True,False,False,False
14,463,2023-02-13 19:00:00,12,12,10,0,10,False,False,True,False,True
38,199,2023-02-13 20:00:00,7,10,9,0,31,True,False,True,False,False
37,271,2023-02-13 21:00:00,21,16,2,0,3,False,True,False,False,True
11,746,2023-02-13 22:00:00,9,14,7,0,28,False,True,True,False,True
36,558,2023-02-13 23:00:00,16,0,0,0,4,False,False,True,False,False
13,64,2023-02-14 00:00:00,6,18,7,0,75,True,False,False,False,False
43,230,2023-02-14 01:00:00,16,15,6,0,38,False,True,False,False,True
3,942,2023-02-14 02:00:00,22,18,3,1,22,False,False,False,False,True
33,952,2023-02-14 03:00:00,29,12,10,0,96,True,False,False,True,False
6,249,2023-02-14 04:00:00,17,22,6,0,15,False,False,False,True,False
50,246,2023-02-14 05:00:00,23,21,9,0,49,False,True,True,False,False
10,940,2023-02-14 06:00:00,1,22,10,0,10,False,False,True,False,True
5,587,2023-02-14 07:00:00,2,3,6,0,71,False,True,False,False,False
23,157,2023-02-14 08:00:00,28,10,9,0,96,False,True,True,False,False
10,735,2023-02-14 09:00:00,27,17,0,0,47,False,False,False,False,False
44,702,2023-02-14 10:00:00,18,17,2,0,33,False,False,False,True,True
2,985,2023-02-14 11:00:00,0,9,6,0,20,False,True,False,False,False
13,564,2023-02-14 12:00:00,20,16,10,0,62,False,False,True,False,False
40,950,2023-02-14 13:00:00,20,29,4,0,16,True,False,False,False,False
2,88,2023-02-14 14:00:00,9,12,8,0,33,True,False,False,False,False
20,313,2023-02-14 15:00:00,20,29,6,0,50,False,False,False,False,True
1,851,2023-02-14 16:00:00,13,24,2,0,66,False,False,True,False,False
37,66,2023-02-14 17:00:00,12,13,0,0,23,True,False,False,False,True
9,662,2023-02-14 18:00:00,8,29,4,0,21,False,True,False,False,False
17,20,2023-02-14 19:00:00,5,6,9,0,9,False,True,True,False,False
9,33,2023-02-14 20:00:00,5,9,4,0,4,True,False,False,True,False
11,840,2023-02-14 21:00:00,18,2,6,1,30,False,True,False,True,False
15,793,2023-02-14 22:00:00,20,1,0,0,23,False,False,True,False,False
24,558,2023-02-14 23:00:00,9,29,9,0,10,False,False,False,True,False
38,73,2023-02-15 00:00:00,22,18,1,0,50,True,False,False,False,True
